DATE,HPA,HPD,Cie,Ligne,Esc 1,Immat,Type app,PKG,Remarque,Comment,Terminal
28/02/2020,8:25,,AH,2006,,KB,,W25C,,,T4
28/02/2020,8:30,,AH,3016,,RC,,W23C,,,T4
28/02/2020,8:10,,AH,4012,,JX,,W21,,,T4
28/02/2020,8:15,,AH,2702,,JZ,,W20,,,T4
28/02/2020,8:20,,AH,1216,,JN,,W17,,,T4
28/02/2020,8:30,,AH,1000,,JY,,W22B,,,T4
28/02/2020,8:40,,AH,1025,,JU,,W23A,,,T4
28/02/2020,9:00,,AH,2026,,JQ,,W25A,,,T4
28/02/2020,9:43,,AH,1190,,JO,,W19,,,T4
28/02/2020,9:50,,AH,1009,,KQ,,W24C,,,T4
28/02/2020,9:15,,AH,2054,,KS,,W16,,,T4
28/02/2020,10:35,,AH,1004,,JV,,W20,,,T4
28/02/2020,10:45,,AH,4001,,KS,,W24A,,,T4
28/02/2020,11:33,,AH,1231,,KH,,W25C,,,T4
28/02/2020,12:53,,AH,1023,,KI,,W22C,,,T4
28/02/2020,13:27,,AH,1003,,KL,,W22A,,,T4
28/02/2020,13:55,,AH,2005,,TSU,,W23C,,,T4
28/02/2020,14:23,,AH,2007,,KB,,W23A,,,T4
28/02/2020,14:10,,AH,1006,,KF,,W17,,,T4
28/02/2020,14:30,,AH,1037,,JP,,W24A,,,T4
28/02/2020,14:40,,AH,1463,,JCL,,W20,,,T4
28/02/2020,15:08,,AH,1011,,KK,,W24,,,T4
28/02/2020,14:30,,AH,1034,,JAI,,W21,,,T4
28/02/2020,14:30,,AH,2047,,KS,,W16,,,T4
28/02/2020,17:10,,AH,2063,,KE,,W24A,,,T4
28/02/2020,15:45,,AH,1191,,JO,,W25C,,,T4
28/02/2020,15:47,,AH,1217,,JT,,W25A,,,T4
28/02/2020,18:05,,AH,1005,,JV,,W21,,,T4
28/02/2020,18:07,,AH,1021,,KI,,W23A,,,T4
28/02/2020,18:29,,AH,3017,,KC,,W25,,,T4
28/02/2020,18:12,,AH,1215,,KH,,W17,,,T4
29/02/2020,19:35,,AH,5324,,JL,,W22A,,,T4
29/02/2020,19:48,,AH,4003,,JP,,W24A,,,T4
29/02/2020,20:05,,AH,1071,,KD,,W22C,,,T4
29/02/2020,20:50,,AH,4062,,JC,,W20,,,T4
29/02/2020,21:10,,AH,3018,,JV,,W21,,,T4
29/02/2020,21:15,,AH,1075,,JR,,W24C,,,T4
29/02/2020,21:25,,AH,1007,,KF,,W23A,,,T4
29/02/2020,22:50,,AH,1013,,JO,,W23C,,,T4
29/02/2020,2:30,,AH,5323,,KS,,W16,,,T4
29/02/2020,3:36,,AH,2730,,JZ,,W20B,,,T4
29/02/2020,5:05,,AH,4000,,JO,,W23C,,,T4
29/02/2020,5:10,,AH,1002,,KF,,W13A,,,T4
29/02/2020,6:10,,AH,5011,,KH,,W15,,,T4
29/02/2020,6:27,,AH,5319,,KC,,W14,,,T4
29/02/2020,6:34,,AH,3019,,JV,,W21,,,T4
29/02/2020,7:35,,AH,1022,,JP,,W24A,,,T4
29/02/2020,7:37,,AH,1010,,KV,,W22A,,,T4
29/02/2020,7:40,,AH,2028,,KS,,W16,,,T4
29/02/2020,7:45,,AH,1036,,KH,,W15,,,T4
29/02/2020,7:50,,AH,2006,,KC,,W14,,,T4
29/02/2020,8:40,,DTH,1326,,CF,,W11,,,T1
29/02/2020,9:50,,DTH,1840,,CT,,W09,,,T1
29/02/2020,13:25,,DTH,1937,,CD,,W11,,,T1
29/02/2020,13:50,,DTH,2340,,CD,,W08,,,T1
29/02/2020,15:35,,DTH,1905,,CC,,W09,,,T1
29/02/2020,15:40,,DTH,1802,,CD,,W11,,,T1
29/02/2020,17:10,,AH,6025,,JU,,W12,,,T1
29/02/2020,17:50,,AH,6051,,JN,,W08,,,T1
29/02/2020,18:25,,AH,6000,,KQ,,W10A,,,T1
29/02/2020,19:45,,AH,6238,,KP,,W12,,,T1
29/02/2020,23:00,,AH,6146,,JP,,W10C,,,T1
29/02/2020,22:50,,AH,6142,,KT,,W11A,,,T1
29/02/2020,22:30,,AH,6106,,KH,,W09,,,T1
29/02/2020,19:55,,AH,6292,,JR,,W08,,,T1
29/02/2020,9:43,,TK,653,,JHP,,W02,,,T1
29/02/2020,11:46,,AT,560,,GZ,,W03B,,,T1
29/02/2020,12:32,,MS,845,,GEC,,W02,,,T1
29/02/2020,12:48,,UAE,757,,PM,,W06,,,T1
29/02/2020,13:42,,RJA,517,,AYC,,W01,,,T1
29/02/2020,13:47,,QTR,1379,,CP,,W04,,,T1
29/02/2020,15:10,,TK,651,,JOH,,W03B,,,T1
29/02/2020,22:55,,TU,374,,MR,,W01,,,T1
29/02/2020,1:37,,TK,655,,JSB,,W01,,,T1
29/02/2020,8:15,,TO,4800,,HD,,W23C,,,T4
29/02/2020,9:20,,AF,1554,,XS,,W17,,,T4
29/02/2020,10:35,,ASL,951,,TD,,W16,,,T4
29/02/2020,11:59,,LH,1316,,UP,,W17,,,T4
29/02/2020,13:46,,AF,1854,,XM,,W17,,,T4
29/02/2020,16:18,,AF,9454,,HE,,W15,,,T4
29/02/2020,17:03,,AZ,800,,DK,,W13,,,T4
29/02/2020,17:55,,AF,1654,,XI,,W17,,,T4
29/02/2020,19:05,,VLG,7991,,UN,,W15,,,T4
29/02/2020,21:22,,VLG,7338,,MKO,,W14,,,T4
29/02/2020,22:20,,VLG,7474,,MKX,,W15,,,T4
29/02/2020,23:50,,NZ,803,,DK,,W13,,,T4
29/02/2020,8:20,,AH,1046,,KA,,W22C,,,T4
29/02/2020,8:25,,AH,1040,,KT,,W25C,,,T4
29/02/2020,8:45,,AH,2024,,JK,,W24C,,,T4
29/02/2020,8:55,,AH,2054,,KQ,,W25A,,,T4
29/02/2020,9:14,,AH,1000,,KJ,,W23A,,,T4
29/02/2020,10:25,,AH,1009,,KE,,W15,,,T4
29/02/2020,10:40,,AH,1004,,JB,,W22B,,,T4
29/02/2020,10:57,,AH,4001,,JO,,W14,,,T4
29/02/2020,11:10,,AH,2700,,JZ,,W20,,,T4
29/02/2020,13:14,,AH,1023,,JP,,W15,,,T4
29/02/2020,13:30,,AH,1045,,KA,,W16,,,T4
29/02/2020,14:00,,AH,2007,,KC,,W23A,,,T4
29/02/2020,14:19,,AH,1037,,KH,,W22A,,,T4
29/02/2020,14:22,,AH,1003,,KF,,W15,,,T4
29/02/2020,14:38,,AH,4063,,JC,,W21,,,T4
29/02/2020,15:13,,AH,2025,,JR,,W14,,,T4
29/02/2020,15:28,,AH,1011,,KB,,W22C,,,T4
29/02/2020,16:20,,AH,1012,,JM,,W23C,,,T4
29/02/2020,16:46,,AH,1001,,KL,,W16,,,T4
29/02/2020,17:07,,AH,2047,,KE,,W18,,,T4
29/02/2020,18:20,,AH,4003,,KA,,W14,,,T4
29/02/2020,18:05,,AH,1005,,JB,,W20,,,T4
29/02/2020,18:57,,AH,2029,,KS,,W22C,,,T4
29/02/2020,19:10,,AH,1074,,JV,,W25B,,,T4
29/02/2020,19:28,,AH,1215,,JO,,W23A,,,T4
29/02/2020,19:17,,AH,5010,,JL,,W24A,,,T4
29/02/2020,21:29,,AH,1007,,KF,,W22A,,,T4
23/02/2020,,9:10,AH,6040,,JK,,W09,,,T1
23/02/2020,,10:10,DTH,1903,,CB,,W12,,,T1
23/02/2020,,11:20,DTH,1803,,CA,,W08,,,T1
23/02/2020,,11:05,DTH,2111,,CF,,W10A,,,T1
23/02/2020,,14:55,DTH,2220,,CF,,W10A,,,T1
23/02/2020,,15:15,DTH,2110,,CC,,W12,,,T1
23/02/2020,,18:10,DTH,1321,,CB,,W10C,,,T1
23/02/2020,,18:20,AH,6006,,JU,,W11A,,,T1
23/02/2020,,18:25,AH,6026,,KB,,W09,,,T1
23/02/2020,,23:32,AH,6041,,JK,,W08,,,T1
23/02/2020,,21:40,AH,6106,,JP,,W12,,,T1
23/02/2020,,21:50,AH,6009,,JU,,W10A,,,T1
23/02/2020,,23:03,AH,6232,,KA,,W11A,,,T1
24/02/2020,,7:00,AH,6212,,JM,,W09,,,T1
24/02/2020,,6:53,AH,6304,,JU,,W10A,,,T1
24/02/2020,,9:05,AH,6250,,JG,,W11A,,,T1
23/02/2020,,9:05,DTH,3012,,CT,,W29C,,,T4
23/02/2020,,9:19,TO,4680,,HK,,W19,,,T4
23/02/2020,,9:25,VLG,7475,,KJD,,W15,,,T4
23/02/2020,,10:30,AF,1554,,XL,,W14,,,T4
23/02/2020,,11:46,AZ,500,,NB,,W13,,,T4
23/02/2020,,13:24,AF,9454,,MD,,W14,,,T4
23/02/2020,,13:36,BA,2546,,TU,,W15,,,T4
23/02/2020,,15:00,AF,1854,,HN,,W14,,,T4
23/02/2020,,18:52,AF,1654,,PC,,W15,,,T4
23/02/2020,,20:38,VLG,7991,,MQU,,W14,,,T4
23/02/2020,,21:50,JAF,3401,,AS,,W19,,,T4
23/02/2020,,23:30,VCG,7474,,NAF,,W15,,,T4
24/02/2020,,0:05,AF,1354,,XT,,W14,,,T4
24/02/2020,,1:15,AZ,802,,OO,,W13,,,T4
24/02/2020,,5:30,AZ,803,,DD,,W13,,,T4
24/02/2020,,6:07,AF,1355,,XT,,W14,,,T4
24/02/2020,,8:10,VLG,7476,,KDX,,W14,,,T4
24/02/2020,,8:26,VLG,7396,,MJC,,W15,,,T4
23/02/2020,,9:08,AH,1022,,JQ,,W23A,,,T4
23/02/2020,,9:28,AH,1010,,KJ,,W22A,,,T4
23/02/2020,,9:10,AH,1070,,JP,,W16,,,T4
23/02/2020,,10:15,AH,2070,,KC,,W17,,,T4
23/02/2020,,9:58,AH,1036,,KA,,W18,,,T4
23/02/2020,,9:58,AH,4012,,JU,,W24B,,,T4
23/02/2020,,10:22,AH,2054,,KG,,W25,,,T4
23/02/2020,,11:09,AH,1025,,KO,,W22C,,,T4
23/02/2020,,10:19,AH,2026,,JR,,W23C,,,T4
23/02/2020,,10:46,AH,3016,,JU,,W21,,,T4
23/02/2020,,11:30,AH,1009,,KR,,W16,,,T4
23/02/2020,,11:59,AH,1004,,JB,,W24B,,,T4
23/02/2020,,11:35,AH,1044,,JU,,W23A,,,T4
23/02/2020,,12:58,AH,2013,,KT,,W13,,,T4
23/02/2020,,13:23,AH,1214,,JA,,W21,,,T4
23/02/2020,,12:57,AH,1231,,JL,,W22A,,,T4
23/02/2020,,14:23,AH,1023,,JQ,,W18,,,T4
23/02/2020,,15:59,AH,2007,,KLT,,W19,,,T4
23/02/2020,,15:46,AH,1003,,JC,,W20B,,,T4
23/02/2020,,17:06,AH,1037,,KA,,W24A,,,T4
23/02/2020,,17:00,AH,4013,,JY,,W25B,,,T4
23/02/2020,,17:37,AH,2087,,JK,,W17,,,T4
23/02/2020,,17:35,AH,1011,,KJ,,W23C,,,T4
23/02/2020,,17:25,AH,2005,,JL,,W15,,,T4
23/02/2020,,16:50,AH,1214,,JM,,W23A,,,T4
23/02/2020,,18:48,AH,1008,,KO,,W14,,,T4
23/02/2020,,16:34,AH,1012,,KR,,W16,,,T4
23/02/2020,,20:00,AH,2021,,JQ,,W23A,,,T4
23/02/2020,,19:25,AH,2059,,KG,,W16,,,T4
23/02/2020,,20:48,AH,2071,,KC,,W18,,,T4
23/02/2020,,18:50,AH,4017,,KS,,W17,,,T4
23/02/2020,,20:10,AH,1005,,JB,,W21,,,T4
24/02/2020,,20:55,AH,3017,,JV,,W24B,,,T4
24/02/2020,,23:30,AH,1215,,JA,,W20B,,,T4
24/02/2020,,22:30,AH,1035,,KP,,W15,,,T4
24/02/2020,,23:40,AH,1013,,KR,,W24C,,,T4
24/02/2020,,2:15,AH,2367,,KS,,W25A,,,T4
24/02/2020,,7:18,AH,1002,,JB,,W21B,,,T4
24/02/2020,,9:50,AH,3019,,KP,,W25C,,,T4
24/02/2020,,7:45,AH,2012,,KA,,W19,,,T4
24/02/2020,,9:08,AH,511,,KC,,W24A,,,T4
24/02/2020,,9:00,AH,1036,,JC,,W16,,,T4
24/02/2020,,8:10,AH,3004,,KS,,W25A,,,T4
24/02/2020,,9:07,AH,4038,,KN,,W23C,,,T4
24/02/2020,,9:05,AH,1010,,KR,,W24C,,,T4
24/02/2020,,9:55,DTH,1803,,CB,,W10A,,,T1
24/02/2020,,10:49,TK,653,,HM,,W01,,,T1
24/02/2020,,11:35,DTH,1864,,CD,,W08,,,T1
24/02/2020,,12:55,AT,560,,NP,,W04,,,T1
24/02/2020,,13:10,MS,845,,EM,,W02,,,T1
24/02/2020,,15:24,EK,757,,BM,,W06,,,T1
24/02/2020,,15:00,RT,517,,YT,,W01,,,T1
24/02/2020,,15:30,QR,1379,,GM,,W04,,,T1
24/02/2020,,16:25,TK,651,,JSU,,W02,,,T1
24/02/2020,,18:25,TU,374,,MV,,W01,,,T1
24/02/2020,,14:40,DTH,1801,,CB,,W08,,,T1
24/02/2020,,15:55,DTH,2220,,CT,,W10C,,,T1
24/02/2020,,17:55,AH,6112,,KK,,W08,,,T1
24/02/2020,,17:40,AH,6222,,JK,,W09,,,T1
24/02/2020,,18:15,AH,6006,,KE,,W12,,,T1
24/02/2020,,18:10,DTH,1802,,CF,,W11A,,,T1
24/02/2020,,18:43,AH,6051,,JO,,W10C,,,T1
25/02/2020,,19:55,AH,6251,,JQ,,W11A,,,T1
25/02/2020,,0:10,AH,6146,,KB,,W08,,,T1
25/02/2020,,23:30,AH,6142,,KS,,W09,,,T1
25/02/2020,,0:30,AH,6230,,KG,,W12,,,T1
25/02/2020,,6:40,AH,6012,,JR,,W12,,,T1
25/02/2020,,6:10,AH,6147,,KB,,W10C,,,T1
25/02/2020,,7:33,AH,6212,,KA,,W10A,,,T1
25/02/2020,,8:40,AH,6231,,KG,,W08,,,T1
25/02/2020,,7:33,AH,6116,,JH,,W11A,,,T1
25/02/2020,,8:35,AH,2050,,KB,,W10C,,,T1
24/02/2020,,10:35,AF,1554,,HY,,W15,,,T4
24/02/2020,,11:25,DTH,3018,,CF,,W23,,,T4
24/02/2020,,11:23,ASL,951,,TD,,W16,,,T4
24/02/2020,,12:37,BA,2546,,TU,,W17,,,T4
24/02/2020,,13:10,LH,1316,,DT,,W15,,,T4
24/02/2020,,15:20,AF,1854,,AB,,W14,,,T4
24/02/2020,,17:48,AZ,800,,DD,,W13,,,T4
24/02/2020,,18:30,TO,4800,,UE,,W18,,,T4
25/02/2020,,20:00,VLG,7991,,KDX,,W14,,,T4
25/02/2020,,20:00,AF,1654,,XC,,W15,,,T4
25/02/2020,,23:41,VLG,7474,,MKX,,W16,,,T4
25/02/2020,,0:40,AF,1354,,PG,,W14,,,T4
25/02/2020,,0:32,AZ,802,,DT,,W13,,,T4
25/02/2020,,2:25,LH,1318,,I,,W16,,,T4
25/02/2020,,5:46,AF,1355,,PG,,W14,,,T4
25/02/2020,,5:24,AZ,803,,DI,,W13,,,T4
25/02/2020,,8:48,VLG,7476,,VKX,,W15,,,T4
24/02/2020,,9:30,AH,1044,,JP,,W18,,,T4
24/02/2020,,10:35,AH,1000,,KH,,W17,,,T4
24/02/2020,,10:24,AH,1074,,JK,,W19,,,T4
24/02/2020,,10:50,AH,2062,,KE,,W23A,,,T4
24/02/2020,,11:45,AH,1009,,KO,,W24A,,,T4
24/02/2020,,12:15,AH,2013,,KA,,W24C,,,T4
24/02/2020,,14:55,AH,1231,,KG,,W25A,,,T4
24/02/2020,,14:20,AH,1023,,KC,,W18,,,T4
24/02/2020,,14:38,AH,3005,,KS,,W24A,,,T4
24/02/2020,,15:10,AH,1045,,JP,,W23A,,,T4
24/02/2020,,15:40,AH,4063,,JA,,W20,,,T4
24/02/2020,,18:12,AH,2025,,JR,,W24A,,,T4
24/02/2020,,16:50,AH,1217,,KB,,W24C,,,T4
24/02/2020,,16:37,AH,2005,,KA,,W23C,,,T4
24/02/2020,,16:40,AH,1012,,JX,,W21,,,T4
24/02/2020,,18:35,AH,1001,,KH,,W25A,,,T4
24/02/2020,,17:47,AH,1025,,JU,,W17,,,T4
24/02/2020,,18:00,AH,2047,,KO,,W23A,,,T4
24/02/2020,,17:00,AH,2014,,JM,,W16,,,T4
24/02/2020,,18:45,AH,1005,,JC,,W21,,,T4
24/02/2020,,19:20,AH,1021,,RC,,W23C,,,T4
24/02/2020,,19:30,AH,3017,,KP,,W22,,,T4
24/02/2020,,19:46,AH,1230,,JN,,W19,,,T4
24/02/2020,,20:15,AH,1037,,JL,,W24C,,,T4
25/02/2020,,20:20,AH,5324,,KT,,W22A,,,T4
25/02/2020,,22:15,AH,1215,,JP,,W16,,,T4
25/02/2020,,23:15,AH,1013,,JX,,W25B,,,T4
25/02/2020,,4:10,AH,4015,,KC,,W22A,,,T4
25/02/2020,,4:50,AH,5325,,KT,,W18,,,T4
25/02/2020,,7:20,AH,1002,,KK,,W23C,,,T4
25/02/2020,,7:07,AH,4000,,JQ,,W24A,,,T4
25/02/2020,,7:03,AH,2012,,KS,,W24A,,,T4
25/02/2020,,9:29,AH,4039,,KN,,W17,,,T4
25/02/2020,,9:48,AH,3019,,JP,,W22C,,,T4
25/02/2020,,8:30,AH,4016,,KT,,W18,,,T4
25/02/2020,,9:37,AH,4012,,JX,,W25B,,,T4
25/02/2020,,9:13,AH,1022,,KC,,W22A,,,T4
25/02/2020,,10:45,AH,1074,,JL,,W24C,,,T4
25/02/2020,,9:50,AH,6110,,KP,,W9,,,T1
25/02/2020,,10:05,DTH,1918,,CP,,W10a,,,T1
25/02/2020,,11:05,DTH,1803,,CF,,W11a,,,T1
25/02/2020,,10:10,DTH,1120,,KD,,W12,,,T1
25/02/2020,,14:50,DTH,1919,,CA,,W9,,,T1
25/02/2020,,17:20,DTH,1125,,CF,,W10a,,,T1
25/02/2020,,17:25,AH,6236,,JR,,W9,,,T1
25/02/2020,,18:40,AH,6213,,KA,,W11,,,T1
25/02/2020,,18:15,DTH,2122,,CT,,W10c,,,T1
25/02/2020,,18:10,AH,6006,,JL,,W12,,,T1
25/02/2020,,19:25,AH,6226,,KC,,W10a,,,T1
26/02/2020,,19:45,AH,6150,,JQ,,W9,,,T1
26/02/2020,,22:10,AH,6148,,JN,,W12,,,T1
26/02/2020,,0:25,AH,6237,,JR,,W08,,,T1
26/02/2020,,5:00,AH,6149,,JN,,W10C,,,T1
26/02/2020,,2:50,AH,6151,,JQ,,W10A,,,T1
26/02/2020,,7:40,AH,6225,,JU,,W02,,,T1
26/02/2020,,7:50,AH,6100,,JQ,,W10A,,,T1
26/02/2020,,9:03,AH,6288,,JR,,W08,,,T1
25/02/2020,,10:58,TK,653,,YP,,W02,,,T1
25/02/2020,,11:38,TU,374,,MR,,W01,,,T1
25/02/2020,,12:45,AT,560,,OB,,W04,,,T1
25/02/2020,,13:30,MS,845,,EM,,W02,,,T1
25/02/2020,,15:30,UAE,757,,JQ,,W06,,,T1
25/02/2020,,9:13,TO,4800,,VF,,W16,,,T4
25/02/2020,,10:25,AF,1554,,XP,,W15,,,T4
25/02/2020,,12:58,AF,9454,,HX,,W15,,,T4
25/02/2020,,13:29,BAW,2546,,TU,,W16,,,T4
25/02/2020,,13:56,VLG,1338,,MBS,,W14,,,T4
25/02/2020,,14:38,AF,1854,,XC,,W15,,,T4
25/02/2020,,18:40,AF,1654,,PG,,W16,,,T4
26/02/2020,,20:00,VLG,7991,,KM,,W14,,,T4
26/02/2020,,21:01,JA,3444,,SAO,,W15,,,T4
26/02/2020,,0:12,AF,1354,,PH,,W16,,,T4
26/02/2020,,2:30,LH,1318,,UE,,W17,,,T4
26/02/2020,,3:00,NZ,802,,DH,,W13,,,T4
26/02/2020,,5:58,AV,1355,,PH,,W16,,,T4
26/02/2020,,5:30,AZ,803,,DH,,W13,,,T4
26/02/2020,,8:35,VLG,7396,,MGC,,W14,,,T4
26/02/2020,,8:47,VLG,7476,,MKV,,W15,,,T4
25/02/2020,,9:35,AH,1036,,KM,,W23A,,,T4
25/02/2020,,10:25,AH,1025,,JU,,W18,,,T4
25/02/2020,,10:06,AH,1016,,JK,,W23C,,,T4
25/02/2020,,10:49,AH,1000,,JC,,W21,,,T4
25/02/2020,,10:27,AH,2054,,KQ,,W19,,,T4
25/02/2020,,10:05,AH,2006,,KL,,W24a,,,T4
25/02/2020,,12:06,AH,1004,,JA,,W21,,,T4
25/02/2020,,13:22,AH,1009,,KH,,W17,,,T4
25/02/2020,,12:06,AH,4001,,JQ,,W23a,,,T4
25/02/2020,,11:40,AH,2013,,KS,,W16,,,T4
25/02/2020,,11:32,AH,1000,,JC,,W21,,,T4
25/02/2020,,13:05,AH,2700,,JV,,W25b,,,T4
25/02/2020,,14:20,AH,1023,,KC,,W24a,,,T4
25/02/2020,,15:28,AH,1003,,KK,,W18,,,T4
25/02/2020,,17:50,AH,1037,,KM,,W21a,,,T4
25/02/2020,,16:45,AH,2007,,KL,,W17,,,T4
25/02/2020,,16:25,AH,2025,,JU,,W19,,,T4
25/02/2020,,18:54,AH,1011,,KN,,W22c,,,T4
25/02/2020,,17:02,AH,1217,,JK,,W16,,,T4
25/02/2020,,18:00,AH,4017,,KT,,W23a,,,T4
25/02/2020,,18:00,AH,1001,,JC,,W21,,,T4
25/02/2020,,20:05,AH,2055,,KQ,,W17,,,T4
25/02/2020,,22:40,AH,1005,,JA,,W20,,,T4
26/02/2020,,20:45,AH,3017,,JP,,W25c,,,T4
26/02/2020,,20:17,AH,5010,,KG,,W19,,,T4
26/02/2020,,19:50,AH,2005,,KS,,W24c,,,T4
26/02/2020,,21:35,AH,2015,,JL,,W23c,,,T4
26/02/2020,,23:00,AH,1507,,KK,,W18,,,T4
26/02/2020,,23:15,AH,1013,,KL,,W24a,,,T4
26/02/2020,,9:10,DTH,1120,,CF,,W11A,,,T1
26/02/2020,,12:33,DTH,1805,,CT,,W12,,,T1
26/02/2020,,12:30,DTH,1961,,CA,,W08,,,T1
26/02/2020,,17:33,DTH,2115,,CV,,W09,,,T1
26/02/2020,,16:50,DTH,1123,,CD,,W12,,,T1
26/02/2020,,17:50,AH,6222,,KC,,W11,,,T1
26/02/2020,,18:40,DTH,1919,,CA,,W08,,,T1
26/02/2020,,19:59,DTH,1119,,CF,,W12,,,T1
26/02/2020,,18:55,AH,6010,,KM,,W10C,,,T1
26/02/2020,,18:38,AH,6026,,KN,,W10A,,,T1
26/02/2020,,19:50,AH,6234,,KT,,W11A,,,T1
27/02/2020,,20:30,AH,2106,,KS,,W09,,,T1
27/02/2020,,23:30,AH,6272,,JM,,W12,,,T1
27/02/2020,,22:40,AH,6103,,JQ,,W10A,,,T1
27/02/2020,,6:00,AH,2146,,JR,,W10C,,,T1
27/02/2020,,6:05,AH,6024,,JK,,W09,,,T1
27/02/2020,,7:20,AH,6294,,JQ,,W10A,,,T1
27/02/2020,,7:35,AH,6116,,JL,,W08,,,T1
27/02/2020,,8:30,AH,6292,,JM,,W11,,,T1
26/02/2020,,10:55,TK,653,,JVH,,W02,,,T1
26/02/2020,,13:00,RAN,560,,OJ,,W04,,,T1
26/02/2020,,13:25,MS,845,,JEL,,W02,,,T1
26/02/2020,,14:15,BJ,130,,NO,,W01,,,T1
26/02/2020,,15:30,EK,757,,GS,,W06B,,,T1
26/02/2020,,15:30,QTR,1379,,CF,,W04B,,,T1
26/02/2020,,15:50,TVN,338,,MW,,W02,,,T1
26/02/2020,,16:40,TK,651,,JIP,,W03B,,,T1
27/02/2020,,2:40,TK,655,,JSA,,W02,,,T1
27/02/2020,,7:20,SV,3359,,CN,,W06B,,,T1
26/02/2020,,12:52,LH,1316,,CK,,W16,,,T4
26/02/2020,,13:20,BAW,2546,,TU,,W14,,,T4
26/02/2020,,14:50,AF,1854,,XP,,W15,,,T4
26/02/2020,,15:54,VLG,6338,,MJB,,W14,,,T4
26/02/2020,,17:56,AZ,800,,CD,,W13,,,T4
26/02/2020,,18:45,AF,1654,,PH,,W15,,,T4
27/02/2020,,21:35,VLG,7991,,BE,,W14,,,T4
27/02/2020,,0:05,AF,1354,,BF,,W15,,,T4
27/02/2020,,0:55,AZ,802,,DI,,W13,,,T4
27/02/2020,,5:50,AF,1355,,PF,,W15,,,T4
27/02/2020,,5:35,AZ,803,,DJ,,W13,,,T4
27/02/2020,,8:35,VLG,7396,,CU,,W14,,,T4
26/02/2020,,9:00,AH,2028,,KS,,W24C,,,T4
26/02/2020,,9:59,AH,3016,,JK,,W23C,,,T4
26/02/2020,,9:15,AH,1010,,KJ,,W19,,,T4
26/02/2020,,9:30,AH,1036,,JX,,W21,,,T4
26/02/2020,,10:13,AH,2070,,KA,,W22C,,,T4
26/02/2020,,10:20,AH,2026,,KC,,W25,,,T4
26/02/2020,,10:30,AH,1000,,KL,,W24A,,,T4
26/02/2020,,10:10,AH,1216,,JL,,W18,,,T4
26/02/2020,,10:10,AH,2062,,KQ,,W22A,,,T4
26/02/2020,,11:10,AH,1009,,KN,,W17,,,T4
26/02/2020,,12:05,AH,1004,,JC,,W21,,,T4
26/02/2020,,13:30,AH,1214,,KK,,W18,,,T4
26/02/2020,,12:23,AH,2004,,JU,,W19,,,T4
26/02/2020,,14:15,AH,1023,,KT,,W22,,,T4
26/02/2020,,14:55,AH,1003,,JP,,W22C,,,T4
26/02/2020,,18:23,AH,1231,,KH,,W23A,,,T4
26/02/2020,,16:08,AH,1034,,JR,,W19,,,T4
26/02/2020,,18:00,AH,4031,,JU,,W20,,,T4
26/02/2020,,16:00,AH,4063,,JA,,W21B,,,T4
26/02/2020,,15:45,AH,1011,,KJ,,W25C,,,T4
26/02/2020,,16:45,AH,1217,,JL,,W24C,,,T4
26/02/2020,,16:50,AH,2005,,JU,,W24A,,,T4
26/02/2020,,16:53,AH,2014,,JM,,W23C,,,T4
26/02/2020,,17:50,AH,2063,,KQ,,W22A,,,T4
26/02/2020,,19:20,AH,4039,,KG,,W25A,,,T4
26/02/2020,,18:58,AH,4014,,KJ,,W25C,,,T4
26/02/2020,,18:40,AH,1005,,JC,,W20,,,T4
26/02/2020,,19:35,AH,3017,,JK,,W22C,,,T4
26/02/2020,,20:00,AH,5318,,JN,,W17,,,T4
27/02/2020,,22:12,AH,1215,,KK,,W24A,,,T4
27/02/2020,,21:20,AH,4003,,JU,,W18,,,T4
27/02/2020,,3:15,AH,5323,,KQ,,W17,,,T4
27/02/2020,,7:02,AH,4000,,JO,,W16,,,T4
27/02/2020,,7:20,AH,1002,,KQ,,W17,,,T4
27/02/2020,,7:00,AH,2012,,JU,,W18,,,T4
27/02/2020,,6:45,AH,5319,,JN,,W22C,,,T4
27/02/2020,,9:48,AH,1036,,JN,,W22C,,,T4
27/02/2020,,9:50,AH,3016,,KB,,W19,,,T4
27/02/2020,,10:45,DTH,1850,,CE,,W08,,,T1
27/02/2020,,10:00,DTH,1909,,CA,,W09,,,T1
27/02/2020,,11:05,DTH,2111,,CD,,W11A,,,T1
27/02/2020,,12:10,AH,6102,,JW,,W10B,,,T1
27/02/2020,,12:00,AH,6147,,JA,,W12,,,T1
27/02/2020,,15:15,DTH,1840,,CB,,W09,,,T1
27/02/2020,,15:20,AH,6052,,JA,,W12,,,T1
27/02/2020,,15:30,AH,1321,,CF,,W08,,,T1
27/02/2020,,18:40,AH,6284,,JQ,,W09,,,T1
27/02/2020,,18:55,AH,6053,,JR,,W12,,,T1
27/02/2020,,18:05,DTH,1802,,CD,,W11A,,,T1
28/02/2020,,20:50,AH,6106,,KJ,,W09,,,T1
28/02/2020,,23:20,AH,6001,,JA,,W08,,,T1
28/02/2020,,23:15,AH,6310,,KB,,W10A,,,T1
28/02/2020,,23:20,AH,6142,,KC,,W11A,,,T1
28/02/2020,,0:13,AH,6230,,JN,,W10C,,,T1
28/02/2020,,7:40,AH,2334,,KN,,W12,,,T1
27/02/2020,,10:45,TK,653,,JVC,,W02,,,T1
27/02/2020,,13:10,AT,560,,OR,,W04,,,T1
